run_id,stage,phase,experiment_label,workflow,run_url,event,status,conclusion,head_branch,head_sha,run_attempt,created_at_utc,updated_at_utc,job_name,job_id,job_url,artifact_name,artifact_id,artifact_digest,artifact_count,local_root,local_tree_hash,provenance_status,research_status,observed_at_utc,notes
LOCAL-MIXED-SEED1,0,MIXED,accumulated_results_full_seed1,local,,,,,local,unknown,,,,,,,,,,,benchmark/results_full_seed1,be0d54fb7873e9d06b9873380106e5fd5db5c93e5a690d3d69a5b6b7dc66f382,NO_SINGLE_RUN_MANIFEST_CANONICAL_HASH,ENGINEERING_VALIDATION,2026-06-15T13:04:27.3504583Z,Profiles have modification times spanning 2026-05-21 through 2026-06-10
27470330400,0,PHASE2,phase2_cancelled_dispatch_1,Phase 2 (fault detection blacklist re-learn),https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/27470330400,workflow_dispatch,completed,cancelled,phase2-fault-detection,8ff250d8f9664ec0169654161af492e749e81d0e,,2026-06-13T15:03:12Z,2026-06-13T15:04:52Z,,,,,,,,,,CANCELLED_NO_LOCAL_ARTIFACT,ENGINEERING_VALIDATION,2026-06-15T13:04:27.3504583Z,Known cancelled dispatch retained in audit history
27470354143,0,PHASE2,phase2_cancelled_dispatch_2,Phase 2 (fault detection blacklist re-learn),https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/27470354143,workflow_dispatch,completed,cancelled,phase2-fault-detection,8ff250d8f9664ec0169654161af492e749e81d0e,,2026-06-13T15:04:13Z,2026-06-13T15:04:35Z,,,,,,,,,,CANCELLED_NO_LOCAL_ARTIFACT,ENGINEERING_VALIDATION,2026-06-15T13:04:27.3504583Z,Known cancelled dispatch retained in audit history
27547019772,0,PHASE2,phase2_ambiguous_abstain_confirmation,Phase 2 (fault detection blacklist re-learn),https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/27547019772,workflow_dispatch,queued,,phase2-fault-detection,985c7a18558b6d5cb96c018a395b0aae6389f410,1,2026-06-15T12:43:10Z,2026-06-15T13:20:38Z,,,,,,,,,,RUN_QUEUED_NO_LOCAL_ARTIFACT,UNRESOLVED,2026-06-15T13:46:11.9819313Z,Stage 0 in-progress observation is retained by CLM-S0-016; run remains incomplete and v4 is not a final-successor artifact
"27547019772","2","PHASE2","phase2_ambiguous_abstain_confirmation","Phase 2 (fault detection, blacklist, re-learn)","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/27547019772","workflow_dispatch","in_progress","","phase2-fault-detection","985c7a18558b6d5cb96c018a395b0aae6389f410","1","2026-06-15T12:43:10Z","2026-06-15T15:21:12Z","NOT FOUND","NOT FOUND","NOT FOUND","PARTIAL_PER_CELL_METADATA_ONLY","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","RUN_IN_PROGRESS_NO_FINAL_ARTIFACT","UNRESOLVED","2026-06-15T15:50:57.8683740Z","Later observation retained without replacing queued/in-progress predecessor rows; source SRC-S2-008. Jobs endpoint unavailable (SRC-S2-009); partial artifact metadata is non-authoritative (SRC-S2-010)."
"System.Object[]","2","CAPTURE_ERROR","[SUPERSEDED] Stage 2 capture array-shape error","NOT APPLICABLE","NOT FOUND","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","SUPERSEDED_CAPTURE_BUG","NOT_APPLICABLE","2026-06-15T15:28:49.0755927Z","Preserved invalid row from STAGE2_CAPTURE.ps1 before array-unrolling fix; do not treat as a workflow run. Successor capture required."
"26300045468","2","ENGINEERING","feat: merge qlearning stereotype comparison feature","CI","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/26300045468","push","completed","failure","main","2b3f45488765991346f1578a3d66511b7cfcf4de","1","2026-05-22T16:37:44Z","2026-05-22T16:38:08Z","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","ACTIONS_RUN_METADATA_ONLY","ENGINEERING_VALIDATION","2026-06-15T15:29:36.1107373Z","Public Actions run-list snapshot ACTIONS_RUNS_20260615T152936Z.json; job and artifact details were not batch-resolved."
"26333938607","2","ENGINEERING","fix(ci): include gradle-wrapper.jar so ./gradlew works on Linux runners","CI","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/26333938607","push","completed","failure","main","7cdae107027fcce15aa65311c6b4dfde067fc8de","1","2026-05-23T13:27:41Z","2026-05-23T13:28:13Z","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","ACTIONS_RUN_METADATA_ONLY","ENGINEERING_VALIDATION","2026-06-15T15:29:36.1107373Z","Public Actions run-list snapshot ACTIONS_RUNS_20260615T152936Z.json; job and artifact details were not batch-resolved."
"26334339585","2","ENGINEERING","fix(ci): regenerate Gradle wrapper to match 8.13 (was stale 4.4.1 jar)","CI","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/26334339585","push","completed","failure","main","93839d233d7b490e18b5ff0fa822879dfef4e7d4","1","2026-05-23T13:45:38Z","2026-05-23T13:46:14Z","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","ACTIONS_RUN_METADATA_ONLY","ENGINEERING_VALIDATION","2026-06-15T15:29:36.1107373Z","Public Actions run-list snapshot ACTIONS_RUNS_20260615T152936Z.json; job and artifact details were not batch-resolved."
"26334589069","2","ENGINEERING","ci: surface gradle failure into job step summary (--info --stacktrace)","CI","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/26334589069","push","completed","failure","main","8e4721d4933a4e7686da8bc69521f040eb420c77","1","2026-05-23T13:57:10Z","2026-05-23T13:57:40Z","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","ACTIONS_RUN_METADATA_ONLY","ENGINEERING_VALIDATION","2026-06-15T15:29:36.1107373Z","Public Actions run-list snapshot ACTIONS_RUNS_20260615T152936Z.json; job and artifact details were not batch-resolved."
"26334694310","2","ENGINEERING","ci: push compile log to ci-debug-logs branch for diagnostics","CI","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/26334694310","push","completed","failure","main","7daf44581fd7da0623f5f863c527d5dc4d1177d4","1","2026-05-23T14:01:57Z","2026-05-23T14:02:46Z","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","ACTIONS_RUN_METADATA_ONLY","ENGINEERING_VALIDATION","2026-06-15T15:29:36.1107373Z","Public Actions run-list snapshot ACTIONS_RUNS_20260615T152936Z.json; job and artifact details were not batch-resolved."
"26334749339","2","ENGINEERING","ci: bump Java from 11 to 21 (JaCaMo SS2025 requires JVM 21+)","CI","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/26334749339","push","completed","failure","main","cdc70e4e7184393a71ce18e25a0e29a40aad4fce","1","2026-05-23T14:04:31Z","2026-05-23T14:06:17Z","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","ACTIONS_RUN_METADATA_ONLY","ENGINEERING_VALIDATION","2026-06-15T15:29:36.1107373Z","Public Actions run-list snapshot ACTIONS_RUNS_20260615T152936Z.json; job and artifact details were not batch-resolved."
"26334832183","2","ENGINEERING","ci: capture validate-resources and smoke-training logs to dedicated b…","CI","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/26334832183","push","completed","failure","main","ddb5038f138b583f88a2328fda799ed0667ffd56","1","2026-05-23T14:08:40Z","2026-05-23T14:09:54Z","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","ACTIONS_RUN_METADATA_ONLY","ENGINEERING_VALIDATION","2026-06-15T15:29:36.1107373Z","Public Actions run-list snapshot ACTIONS_RUNS_20260615T152936Z.json; job and artifact details were not batch-resolved."
"26334931995","2","ENGINEERING","fix(ci): tolerate UTF-8 BOM in scenarios JSON; make -WindowStyle Wind…","CI","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/26334931995","push","completed","failure","main","87db2267007c25bd01f8cfec7f336af94303f5b2","1","2026-05-23T14:13:29Z","2026-05-23T14:15:10Z","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","ACTIONS_RUN_METADATA_ONLY","ENGINEERING_VALIDATION","2026-06-15T15:29:36.1107373Z","Public Actions run-list snapshot ACTIONS_RUNS_20260615T152936Z.json; job and artifact details were not batch-resolved."
"26335006914","2","ENGINEERING","fix(ci): also guard -WindowStyle at line 603 (training Start-Process)","CI","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/26335006914","push","completed","success","main","a42e4fd49f9ce745532444c7d2f5a10d3c680724","1","2026-05-23T14:16:58Z","2026-05-23T14:21:08Z","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","ACTIONS_RUN_METADATA_ONLY","ENGINEERING_VALIDATION","2026-06-15T15:29:36.1107373Z","Public Actions run-list snapshot ACTIONS_RUNS_20260615T152936Z.json; job and artifact details were not batch-resolved."
"26340613903","2","ENGINEERING","chore(ci): cleanup diagnostics — revert permissions to read, remove d…","CI","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/26340613903","push","completed","success","main","9523bb0d17b5b438bbe973e29ce54e72af59a30f","1","2026-05-23T18:44:08Z","2026-05-23T18:47:23Z","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","ACTIONS_RUN_METADATA_ONLY","ENGINEERING_VALIDATION","2026-06-15T15:29:36.1107373Z","Public Actions run-list snapshot ACTIONS_RUNS_20260615T152936Z.json; job and artifact details were not batch-resolved."
"26353602974","2","ENGINEERING",".github/workflows/sweep-dev.yml",".github/workflows/sweep-dev.yml","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/26353602974","schedule","completed","failure","main","9523bb0d17b5b438bbe973e29ce54e72af59a30f","1","2026-05-24T06:05:46Z","2026-05-24T06:06:05Z","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","ACTIONS_RUN_METADATA_ONLY","ENGINEERING_VALIDATION","2026-06-15T15:29:36.1107373Z","Public Actions run-list snapshot ACTIONS_RUNS_20260615T152936Z.json; job and artifact details were not batch-resolved."
"26358629005","2","PRE_PIVOT","Sweep (paper)","Sweep (paper)","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/26358629005","workflow_dispatch","completed","failure","main","9523bb0d17b5b438bbe973e29ce54e72af59a30f","2","2026-05-24T10:20:56Z","2026-05-24T10:24:03Z","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","ACTIONS_RUN_METADATA_ONLY","UNRESOLVED","2026-06-15T15:29:36.1107373Z","Public Actions run-list snapshot ACTIONS_RUNS_20260615T152936Z.json; job and artifact details were not batch-resolved."
"26358675984","2","ENGINEERING","fix(sweep): bump Java 11 → 21 in sweep-paper and sweep-dev workflows","CI","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/26358675984","push","completed","success","main","987e2d9eb7b7da247d24c65da4cd97100a9969ef","1","2026-05-24T10:23:18Z","2026-05-24T10:26:33Z","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","ACTIONS_RUN_METADATA_ONLY","ENGINEERING_VALIDATION","2026-06-15T15:29:36.1107373Z","Public Actions run-list snapshot ACTIONS_RUNS_20260615T152936Z.json; job and artifact details were not batch-resolved."
"26358735654","2","PRE_PIVOT","Sweep (paper)","Sweep (paper)","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/26358735654","workflow_dispatch","completed","cancelled","main","987e2d9eb7b7da247d24c65da4cd97100a9969ef","1","2026-05-24T10:26:21Z","2026-05-24T11:39:12Z","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","ACTIONS_RUN_METADATA_ONLY","UNRESOLVED","2026-06-15T15:29:36.1107373Z","Public Actions run-list snapshot ACTIONS_RUNS_20260615T152936Z.json; job and artifact details were not batch-resolved."
"26360185495","2","PRE_PIVOT_ABLATION","Add seed-aware paper sweep analysis pipeline","Sweep (ablation)","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/26360185495","push","completed","failure","main","ae27ac65299e47fc02b58f102b4904923aacf238","1","2026-05-24T11:37:54Z","2026-05-24T11:37:54Z","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","ACTIONS_RUN_METADATA_ONLY","UNRESOLVED","2026-06-15T15:29:36.1107373Z","Public Actions run-list snapshot ACTIONS_RUNS_20260615T152936Z.json; job and artifact details were not batch-resolved."
"26360185704","2","ENGINEERING","Add seed-aware paper sweep analysis pipeline","CI","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/26360185704","push","completed","success","main","ae27ac65299e47fc02b58f102b4904923aacf238","1","2026-05-24T11:37:55Z","2026-05-24T11:41:07Z","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","ACTIONS_RUN_METADATA_ONLY","ENGINEERING_VALIDATION","2026-06-15T15:29:36.1107373Z","Public Actions run-list snapshot ACTIONS_RUNS_20260615T152936Z.json; job and artifact details were not batch-resolved."
"26361309566","2","PRE_PIVOT","Sweep (paper)","Sweep (paper)","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/26361309566","workflow_dispatch","completed","failure","main","ae27ac65299e47fc02b58f102b4904923aacf238","1","2026-05-24T12:31:27Z","2026-05-24T20:01:15Z","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","ACTIONS_RUN_METADATA_ONLY","UNRESOLVED","2026-06-15T15:29:36.1107373Z","Public Actions run-list snapshot ACTIONS_RUNS_20260615T152936Z.json; job and artifact details were not batch-resolved."
"26387162610","2","ENGINEERING",".github/workflows/sweep-dev.yml",".github/workflows/sweep-dev.yml","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/26387162610","schedule","completed","failure","main","ae27ac65299e47fc02b58f102b4904923aacf238","1","2026-05-25T06:40:05Z","2026-05-25T07:03:12Z","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","ACTIONS_RUN_METADATA_ONLY","ENGINEERING_VALIDATION","2026-06-15T15:29:36.1107373Z","Public Actions run-list snapshot ACTIONS_RUNS_20260615T152936Z.json; job and artifact details were not batch-resolved."
"26409706654","2","PRE_PIVOT_ABLATION","Fix run config learning passthrough and custom8 flow","Sweep (ablation)","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/26409706654","push","completed","failure","main","7f90fa7c0ab79931bbef13171b2d2523bec17e77","1","2026-05-25T16:13:45Z","2026-05-25T16:13:45Z","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","ACTIONS_RUN_METADATA_ONLY","UNRESOLVED","2026-06-15T15:29:36.1107373Z","Public Actions run-list snapshot ACTIONS_RUNS_20260615T152936Z.json; job and artifact details were not batch-resolved."
"26409707355","2","ENGINEERING","Fix run config learning passthrough and custom8 flow","CI","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/26409707355","push","completed","success","main","7f90fa7c0ab79931bbef13171b2d2523bec17e77","1","2026-05-25T16:13:46Z","2026-05-25T16:35:59Z","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","ACTIONS_RUN_METADATA_ONLY","ENGINEERING_VALIDATION","2026-06-15T15:29:36.1107373Z","Public Actions run-list snapshot ACTIONS_RUNS_20260615T152936Z.json; job and artifact details were not batch-resolved."
"26409715854","2","PRE_PIVOT","Sweep (paper)","Sweep (paper)","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/26409715854","workflow_dispatch","completed","cancelled","main","7f90fa7c0ab79931bbef13171b2d2523bec17e77","1","2026-05-25T16:14:01Z","2026-05-25T17:30:06Z","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","ACTIONS_RUN_METADATA_ONLY","UNRESOLVED","2026-06-15T15:29:36.1107373Z","Public Actions run-list snapshot ACTIONS_RUNS_20260615T152936Z.json; job and artifact details were not batch-resolved."
"26411771358","2","ENGINEERING","fix(custom8): create dedicated TD pointing to port 1888","CI","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/26411771358","push","completed","success","main","80df875da7813bd5d64be40f14f8e351487dcc59","1","2026-05-25T17:11:19Z","2026-05-25T21:03:34Z","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","ACTIONS_RUN_METADATA_ONLY","ENGINEERING_VALIDATION","2026-06-15T15:29:36.1107373Z","Public Actions run-list snapshot ACTIONS_RUNS_20260615T152936Z.json; job and artifact details were not batch-resolved."
"26412434735","2","PRE_PIVOT","Sweep (paper)","Sweep (paper)","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/26412434735","workflow_dispatch","completed","failure","main","80df875da7813bd5d64be40f14f8e351487dcc59","1","2026-05-25T17:30:27Z","2026-05-26T00:55:39Z","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","ACTIONS_RUN_METADATA_ONLY","UNRESOLVED","2026-06-15T15:29:36.1107373Z","Public Actions run-list snapshot ACTIONS_RUNS_20260615T152936Z.json; job and artifact details were not batch-resolved."
"26442198435","2","ENGINEERING","fix(watchdog): graceful kill when training markers complete but JVM h…","CI","https://github.com/esra-dev/MT-PhysicsBAS/actions/runs/26442198435","push","completed","failure","main","c92f943eaea9af81f77b255c34d3acbf6776a3e3","1","2026-05-26T08:48:32Z","2026-05-26T12:20:55Z","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","NOT FOUND","ACTIONS_RUN_METADATA_ONLY","ENGINEERING_VALIDATION","2026-06-15T15:29:36.1107373Z","Public Actions run-list snapshot ACTIONS_RUNS_20260615T152936Z.json; job and artifact details were not batch-resolved."
